Name,Price,Set,Rarity,x1,x2,x3,x4
Academy Drake,0.04,DOM,Common,0.00,0.00%,0.00,0.00%
Academy Journeymage,0.04,DOM,Common,0.00,0.00%,0.00,0.00%
Befuddle,0.04,DOM,Common,0.00,0.00%,0.00,0.00%
Benalish Honor Guard,0.04,DOM,Common,0.00,0.00%,0.00,0.00%
Bloodtallow Candle,0.04,DOM,Common,0.00,0.00%,0.00,0.00%
Cabal Evangel,0.04,DOM,Common,0.00,0.00%,0.00,0.00%
Chainer's Torment,0.04,DOM,Uncommon,0.00,0.00%,0.00,0.00%
Charge,0.04,DOM,Common,0.00,0.00%,0.00,0.00%
Deep Freeze,0.04,DOM,Common,0.00,0.00%,0.00,0.00%
Demonic Vigor,0.04,DOM,Common,0.00,0.00%,0.00,0.00%
Eviscerate,0.04,DOM,Common,0.00,0.00%,0.00,0.00%
Forest267,0.04,DOM,Basic Land,0.00,0.00%,0.00,0.00%
Frenzied Rage,0.04,DOM,Common,0.00,0.00%,0.00,0.00%
Gaea's Protector,0.04,DOM,Common,0.00,0.00%,0.00,0.00%
Ghitu Journeymage,0.04,DOM,Common,0.00,0.00%,0.00,0.00%
Ghitu Lavarunner,0.04,DOM,Common,+0.01,+33.00%,+0.01,+31.00%
Gift of Growth,0.04,DOM,Common,0.00,0.00%,0.00,0.00%
Guardians of Koilos,0.04,DOM,Common,0.00,0.00%,0.00,0.00%
Healing Grace,0.04,DOM,Common,0.00,0.00%,0.00,0.00%
Island254,0.04,DOM,Basic Land,0.00,0.00%,0.00,0.00%
Island256,0.04,DOM,Basic Land,0.00,0.00%,0.00,0.00%
Jhoira's Familiar,0.04,DOM,Uncommon,0.00,0.00%,+0.01,+33.00%
Jousting Lance,0.04,DOM,Common,0.00,0.00%,0.00,0.00%
Mesa Unicorn,0.04,DOM,Common,0.00,0.00%,0.00,0.00%
Mountain262,0.04,DOM,Basic Land,0.00,0.00%,0.00,0.00%
Mountain263,0.04,DOM,Basic Land,0.00,0.00%,0.00,0.00%
Mountain265,0.04,DOM,Basic Land,0.00,0.00%,0.00,0.00%
Pardic Wanderer,0.04,DOM,Common,0.00,0.00%,0.00,0.00%
Plains250,0.04,DOM,Basic Land,0.00,0.00%,0.00,0.00%
Plains253,0.04,DOM,Basic Land,0.00,0.00%,0.00,0.00%
Radiating Lightning,0.04,DOM,Common,0.00,0.00%,0.00,0.00%
"Rona, Disciple of Gix",0.04,DOM,Uncommon,0.00,0.00%,0.00,0.00%
Run Amok,0.04,DOM,Common,0.00,0.00%,0.00,0.00%
Shivan Fire,0.04,DOM,Common,0.00,0.00%,0.00,0.00%
Short Sword,0.04,DOM,Common,0.00,0.00%,0.00,0.00%
Skirk Prospector,0.04,DOM,Common,+0.01,+33.00%,+0.01,+33.00%
Soul Salvage,0.04,DOM,Common,0.00,0.00%,0.00,0.00%
Swamp260,0.04,DOM,Basic Land,0.00,0.00%,0.00,0.00%
The Eldest Reborn,0.04,DOM,Uncommon,+0.01,+33.00%,+0.01,+33.00%
Tolarian Scholar,0.04,DOM,Common,0.00,0.00%,0.00,0.00%
"Urgoros, the Empty One",0.04,DOM,Uncommon,0.00,0.00%,0.00,0.00%
Yavimaya Sapherd,0.04,DOM,Common,0.00,0.00%,0.00,0.00%
Adamant Will,0.03,DOM,Common,0.00,0.00%,0.00,0.00%
"Adeliz, the Cinder Wind",0.03,DOM,Uncommon,0.00,0.00%,0.00,0.00%
Adventurous Impulse,0.03,DOM,Common,0.00,0.00%,0.00,0.00%
Aesthir Glider,0.03,DOM,Common,0.00,0.00%,0.00,0.00%
Amaranthine Wall,0.03,DOM,Uncommon,0.00,0.00%,0.00,0.00%
Ancient Animus,0.03,DOM,Common,0.00,0.00%,0.00,0.00%
Arbor Armament,0.03,DOM,Common,0.00,0.00%,0.00,0.00%
Arcane Flight,0.03,DOM,Common,0.00,0.00%,0.00,0.00%
Artificer's Assistant,0.03,DOM,Common,0.00,0.00%,0.00,0.00%
Arvad the Cursed,0.03,DOM,Uncommon,0.00,0.00%,0.00,0.00%
"Baird, Steward of Argive",0.03,DOM,Uncommon,0.00,0.00%,0.00,0.00%
Baloth Gorger,0.03,DOM,Common,0.00,0.00%,0.00,0.00%
Blessed Light,0.03,DOM,Common,0.00,0.00%,0.00,0.00%
Blessing of Belzenlok,0.03,DOM,Common,0.00,0.00%,0.00,0.00%
Blink of an Eye,0.03,DOM,Common,0.00,0.00%,0.00,0.00%
Board the Weatherlight,0.03,DOM,Uncommon,0.00,0.00%,0.00,0.00%
Broken Bond,0.03,DOM,Common,0.00,0.00%,0.00,0.00%
Cabal Paladin,0.03,DOM,Common,0.00,0.00%,0.00,0.00%
Caligo Skin-Witch,0.03,DOM,Common,0.00,0.00%,0.00,0.00%
Call the Cavalry,0.03,DOM,Common,0.00,0.00%,0.00,0.00%
Champion of the Flame,0.03,DOM,Uncommon,0.00,0.00%,0.00,0.00%
Clifftop Retreat,0.03,DOM,Rare,+0.01,+50.00%,-0.03,-54.00%
Cold-Water Snapper,0.03,DOM,Common,0.00,0.00%,0.00,0.00%
Corrosive Ooze,0.03,DOM,Common,0.00,0.00%,0.00,0.00%
Curator's Ward,0.03,DOM,Uncommon,0.00,0.00%,0.00,0.00%
D'Avenant Trapper,0.03,DOM,Common,0.00,0.00%,0.00,0.00%
"Danitha Capashen, Paragon",0.03,DOM,Uncommon,0.00,0.00%,0.00,0.00%
Darigaaz Reincarnated,0.03,DOM,Mythic,0.00,0.00%,+0.01,+45.00%
Dauntless Bodyguard,0.03,DOM,Uncommon,0.00,0.00%,0.00,0.00%
Diligent Excavator,0.03,DOM,Uncommon,0.00,0.00%,0.00,0.00%
Divest,0.03,DOM,Common,0.00,0.00%,0.00,0.00%
Elfhame Druid,0.03,DOM,Uncommon,0.00,0.00%,0.00,0.00%
Fiery Intervention,0.03,DOM,Common,0.00,0.00%,0.00,0.00%
Fight with Fire,0.03,DOM,Uncommon,0.00,0.00%,0.00,0.00%
Final Parting,0.03,DOM,Uncommon,0.00,0.00%,0.00,0.00%
Fire Elemental,0.03,DOM,Common,0.00,0.00%,0.00,0.00%
Forest266,0.03,DOM,Basic Land,0.00,0.00%,0.00,0.00%
Forest268,0.03,DOM,Basic Land,0.00,0.00%,0.00,0.00%
Forest269,0.03,DOM,Basic Land,0.00,0.00%,0.00,0.00%
Fungal Infection,0.03,DOM,Common,0.00,0.00%,0.00,0.00%
Fungal Plots,0.03,DOM,Uncommon,0.00,0.00%,0.00,0.00%
Gaea's Blessing,0.03,DOM,Uncommon,0.00,0.00%,0.00,0.00%
"Garna, the Bloodflame",0.03,DOM,Uncommon,0.00,0.00%,0.00,0.00%
Ghitu Chronicler,0.03,DOM,Common,0.00,0.00%,0.00,0.00%
Goblin Barrage,0.03,DOM,Uncommon,0.00,0.00%,0.00,0.00%
Goblin Warchief,0.03,DOM,Uncommon,0.00,0.00%,0.00,0.00%
Grow from the Ashes,0.03,DOM,Common,0.00,0.00%,0.00,0.00%
"Grunn, the Lonely King",0.03,DOM,Uncommon,0.00,0.00%,0.00,0.00%
"Hallar, the Firefletcher",0.03,DOM,Uncommon,0.00,0.00%,0.00,0.00%
Hinterland Harbor,0.03,DOM,Rare,+0.01,+50.00%,0.00,0.00%
Homarid Explorer,0.03,DOM,Common,0.00,0.00%,0.00,0.00%
Howling Golem,0.03,DOM,Uncommon,0.00,0.00%,0.00,0.00%
Icy Manipulator,0.03,DOM,Uncommon,0.00,0.00%,0.00,0.00%
In Bolas's Clutches,0.03,DOM,Uncommon,0.00,0.00%,0.00,0.00%
Island257,0.03,DOM,Basic Land,0.00,0.00%,0.00,0.00%
Keldon Overseer,0.03,DOM,Common,0.00,0.00%,0.00,0.00%
Keldon Raider,0.03,DOM,Common,0.00,0.00%,0.00,0.00%
Keldon Warcaller,0.03,DOM,Common,0.00,0.00%,0.00,0.00%
Knight of Grace,0.03,DOM,Uncommon,0.00,0.00%,0.00,0.00%
Knight of Malice,0.03,DOM,Uncommon,0.00,0.00%,0.00,0.00%
Krosan Druid,0.03,DOM,Common,0.00,0.00%,0.00,0.00%
"Kwende, Pride of Femeref",0.03,DOM,Uncommon,0.00,0.00%,0.00,0.00%
Llanowar Elves,0.03,DOM,Common,0.00,0.00%,0.00,0.00%
Llanowar Envoy,0.03,DOM,Common,0.00,0.00%,0.00,0.00%
Llanowar Scout,0.03,DOM,Common,0.00,0.00%,0.00,0.00%
Mammoth Spider,0.03,DOM,Common,0.00,0.00%,0.00,0.00%
Memorial to Folly,0.03,DOM,Uncommon,0.00,0.00%,0.00,0.00%
Memorial to Genius,0.03,DOM,Uncommon,0.00,0.00%,0.00,0.00%
Memorial to Glory,0.03,DOM,Uncommon,0.00,0.00%,0.00,0.00%
Memorial to Unity,0.03,DOM,Uncommon,0.00,0.00%,0.00,0.00%
Memorial to War,0.03,DOM,Uncommon,0.00,0.00%,0.00,0.00%
Merfolk Trickster,0.03,DOM,Uncommon,0.00,0.00%,0.00,0.00%
Mountain264,0.03,DOM,Basic Land,0.00,0.00%,0.00,0.00%
Navigator's Compass,0.03,DOM,Common,0.00,0.00%,0.00,0.00%
On Serra's Wings,0.03,DOM,Uncommon,0.00,0.00%,0.00,0.00%
Opt,0.03,DOM,Common,0.00,0.00%,0.00,0.00%
Plains251,0.03,DOM,Basic Land,0.00,0.00%,0.00,0.00%
Powerstone Shard,0.03,DOM,Common,0.00,0.00%,0.00,0.00%
"Raff Capashen, Ship's Mage",0.03,DOM,Uncommon,0.00,0.00%,0.00,0.00%
Rat Colony,0.03,DOM,Common,0.00,0.00%,0.00,0.00%
Rescue,0.03,DOM,Common,0.00,0.00%,0.00,0.00%
Sage of Lat-Nam,0.03,DOM,Uncommon,0.00,0.00%,0.00,0.00%
Saproling Migration,0.03,DOM,Common,0.00,0.00%,0.00,0.00%
Seal Away,0.03,DOM,Uncommon,0.00,0.00%,0.00,0.00%
Seismic Shift,0.03,DOM,Common,0.00,0.00%,0.00,0.00%
Serra Angel,0.03,DOM,Uncommon,0.00,0.00%,0.00,0.00%
Serra Disciple,0.03,DOM,Common,0.00,0.00%,0.00,0.00%
Settle the Score,0.03,DOM,Uncommon,0.00,0.00%,0.00,0.00%
"Shanna, Sisay's Legacy",0.03,DOM,Uncommon,0.00,0.00%,0.00,0.00%
Shield of the Realm,0.03,DOM,Uncommon,0.00,0.00%,0.00,0.00%
Skittering Surveyor,0.03,DOM,Common,0.00,0.00%,0.00,0.00%
Skizzik,0.03,DOM,Uncommon,0.00,0.00%,0.00,0.00%
"Slimefoot, the Stowaway",0.03,DOM,Uncommon,0.00,0.00%,0.00,0.00%
"Slinn Voda, the Rising Deep",0.03,DOM,Uncommon,0.00,0.00%,0.00,0.00%
Song of Freyalise,0.03,DOM,Uncommon,0.00,0.00%,0.00,0.00%
Sorcerer's Wand,0.03,DOM,Uncommon,0.00,0.00%,0.00,0.00%
Sparring Construct,0.03,DOM,Common,0.00,0.00%,0.00,0.00%
Spore Swarm,0.03,DOM,Uncommon,0.00,0.00%,0.00,0.00%
Sporecrown Thallid,0.03,DOM,Uncommon,0.00,0.00%,0.00,0.00%
Steel Leaf Champion,0.03,DOM,Rare,0.00,0.00%,0.00,0.00%
Swamp258,0.03,DOM,Basic Land,0.00,0.00%,0.00,0.00%
Syncopate,0.03,DOM,Common,0.00,0.00%,0.00,0.00%
"Tatyova, Benthic Druid",0.03,DOM,Uncommon,0.00,0.00%,0.00,0.00%
"Tetsuko Umezawa, Fugitive",0.03,DOM,Uncommon,0.00,0.00%,0.00,0.00%
Thallid Soothsayer,0.03,DOM,Uncommon,0.00,0.00%,0.00,0.00%
The Flame of Keld,0.03,DOM,Uncommon,0.00,0.00%,0.00,0.00%
"Tiana, Ship's Caretaker",0.03,DOM,Uncommon,0.00,0.00%,0.00,0.00%
Time of Ice,0.03,DOM,Uncommon,0.00,0.00%,0.00,0.00%
Tragic Poet,0.03,DOM,Common,0.00,0.00%,0.00,0.00%
Triumph of Gerrard,0.03,DOM,Uncommon,0.00,0.00%,0.00,0.00%
Untamed Kavu,0.03,DOM,Uncommon,0.00,0.00%,0.00,0.00%
Unwind,0.03,DOM,Common,0.00,0.00%,0.00,0.00%
Urza's Tome,0.03,DOM,Uncommon,0.00,0.00%,0.00,0.00%
"Valduk, Keeper of the Flame",0.03,DOM,Uncommon,0.00,0.00%,0.00,0.00%
Vicious Offering,0.03,DOM,Common,0.00,0.00%,0.00,0.00%
Voltaic Servant,0.03,DOM,Common,0.00,0.00%,0.00,0.00%
Warlord's Fury,0.03,DOM,Common,0.00,0.00%,0.00,0.00%
Weight of Memory,0.03,DOM,Uncommon,0.00,0.00%,0.00,0.00%
"Whisper, Blood Liturgist",0.03,DOM,Uncommon,0.00,0.00%,0.00,0.00%
Wizard's Lightning,0.03,DOM,Uncommon,0.00,0.00%,0.00,0.00%
Wizard's Retort,0.03,DOM,Uncommon,0.00,0.00%,0.00,0.00%
"Yargle, Glutton of Urborg",0.03,DOM,Uncommon,0.00,0.00%,0.00,0.00%
Zhalfirin Void,0.03,DOM,Uncommon,0.00,0.00%,0.00,0.00%
"Aryel, Knight of Windgrace",0.02,DOM,Rare,0.00,0.00%,0.00,0.00%
Benalish Marshal,0.02,DOM,Rare,0.00,0.00%,0.00,0.00%
Blackblade Reforged,0.02,DOM,Rare,0.00,0.00%,0.00,0.00%
Cabal Stronghold,0.02,DOM,Rare,0.00,0.00%,0.00,0.00%
Daring Archaeologist,0.02,DOM,Rare,0.00,0.00%,0.00,0.00%
Demonlord Belzenlok,0.02,DOM,Mythic,0.00,0.00%,0.00,0.00%
Dread Shade,0.02,DOM,Rare,0.00,0.00%,0.00,0.00%
"Evra, Halcyon Witness",0.02,DOM,Rare,0.00,0.00%,0.00,0.00%
Fall of the Thran,0.02,DOM,Rare,0.00,0.00%,0.00,0.00%
Forebear's Blade,0.02,DOM,Rare,0.00,0.00%,0.00,0.00%
Gilded Lotus,0.02,DOM,Rare,0.00,0.00%,0.00,0.00%
Grand Warlord Radha,0.02,DOM,Rare,0.00,0.00%,0.00,0.00%
Haphazard Bombardment,0.02,DOM,Rare,0.00,0.00%,0.00,0.00%
Helm of the Host,0.02,DOM,Rare,0.00,0.00%,0.00,0.00%
Jaya Ballard,0.02,DOM,Mythic,0.00,0.00%,0.00,0.00%
Jaya's Immolating Inferno,0.02,DOM,Rare,0.00,0.00%,0.00,0.00%
"Jhoira, Weatherlight Captain",0.02,DOM,Mythic,0.00,0.00%,0.00,0.00%
"Jodah, Archmage Eternal",0.02,DOM,Rare,0.00,0.00%,0.00,0.00%
"Josu Vess, Lich Knight",0.02,DOM,Rare,0.00,0.00%,0.00,0.00%
Kamahl's Druidic Vow,0.02,DOM,Rare,0.00,0.00%,0.00,0.00%
Karn's Temporal Sundering,0.02,DOM,Rare,0.00,0.00%,0.00,0.00%
"Kazarov, Sengir Pureblood",0.02,DOM,Rare,0.00,0.00%,0.00,0.00%
Lich's Mastery,0.02,DOM,Rare,0.00,0.00%,0.00,0.00%
"Marwyn, the Nurturer",0.02,DOM,Rare,0.00,0.00%,0.00,0.00%
Mishra's Self-Replicator,0.02,DOM,Rare,0.00,0.00%,0.00,0.00%
"Muldrotha, the Gravetide",0.02,DOM,Mythic,0.00,0.00%,0.00,0.00%
"Multani, Yavimaya's Avatar",0.02,DOM,Mythic,-0.01,-33.00%,0.00,0.00%
"Naban, Dean of Iteration",0.02,DOM,Rare,0.00,0.00%,0.00,0.00%
"Naru Meha, Master Wizard",0.02,DOM,Mythic,-0.01,-33.00%,0.00,0.00%
Oath of Teferi,0.02,DOM,Rare,0.00,0.00%,0.00,0.00%
Phyrexian Scriptures,0.02,DOM,Mythic,0.00,0.00%,0.00,0.00%
Precognition Field,0.02,DOM,Rare,0.00,0.00%,0.00,0.00%
Primevals' Glorious Rebirth,0.02,DOM,Rare,0.00,0.00%,0.00,0.00%
Rite of Belzenlok,0.02,DOM,Rare,0.00,0.00%,0.00,0.00%
"Shalai, Voice of Plenty",0.02,DOM,Rare,0.00,0.00%,0.00,0.00%
Siege-Gang Commander,0.02,DOM,Rare,0.00,0.00%,0.00,0.00%
"Squee, the Immortal",0.02,DOM,Rare,0.00,0.00%,0.00,0.00%
Sylvan Awakening,0.02,DOM,Rare,0.00,0.00%,0.00,0.00%
Tempest Djinn,0.02,DOM,Rare,0.00,0.00%,0.00,0.00%
Territorial Allosaurus,0.02,DOM,Rare,0.00,0.00%,0.00,0.00%
"Teshar, Ancestor's Apostle",0.02,DOM,Rare,0.00,0.00%,0.00,0.00%
The Antiquities War,0.02,DOM,Rare,0.00,0.00%,0.00,0.00%
The First Eruption,0.02,DOM,Rare,0.00,0.00%,0.00,0.00%
The Mending of Dominaria,0.02,DOM,Rare,0.00,0.00%,0.00,0.00%
The Mirari Conjecture,0.02,DOM,Rare,0.00,0.00%,0.00,0.00%
Thran Temporal Gateway,0.02,DOM,Rare,0.00,0.00%,0.00,0.00%
"Torgaar, Famine Incarnate",0.02,DOM,Rare,0.00,0.00%,0.00,0.00%
"Traxos, Scourge of Kroog",0.02,DOM,Rare,0.00,0.00%,0.00,0.00%
Two-Headed Giant,0.02,DOM,Rare,0.00,0.00%,0.00,0.00%
Urza's Ruinous Blast,0.02,DOM,Rare,0.00,0.00%,0.00,0.00%
Verdant Force,0.02,DOM,Rare,0.00,0.00%,0.00,0.00%
Verix Bladewing,0.02,DOM,Mythic,0.00,0.00%,-0.01,-36.00%
Weatherlight,0.02,DOM,Mythic,-0.01,-33.00%,-0.01,-33.00%
Woodland Cemetery,0.02,DOM,Rare,0.00,0.00%,0.00,0.00%
Yawgmoth's Vile Offering,0.02,DOM,Rare,0.00,0.00%,0.00,0.00%
"Zahid, Djinn of the Lamp",0.02,DOM,Rare,0.00,0.00%,0.00,0.00%
"Tabletop
$ 268","DECLINING CARDS
17▼","PRICE CHANGE
+2.20","RISING CARDS
71▲","MTGO
37 tix","PRICE CHANGE
+0.33","RISING CARDS
9▲","DECLINING CARDS
12▼"
Smothering Tithe,45.69,RNA,Rare,+1.38,+3.00%,+2.53,+6.00%
Breeding Pool,21.66,RNA,Rare,-0.13,-1.00%,+0.21,+1.00%
Blood Crypt,18.37,RNA,Rare,+0.22,+1.00%,+0.53,+3.00%
Godless Shrine,13.52,RNA,Rare,+0.02,0.00%,+0.02,0.00%
Guardian Project,12.46,RNA,Rare,+0.04,0.00%,-0.21,-2.00%
Hydroid Krasis,11.02,RNA,Mythic,0.00,0.00%,+0.08,+1.00%
Stomping Ground,10.44,RNA,Rare,+0.08,+1.00%,+0.12,+1.00%
Hallowed Fountain,9.99,RNA,Rare,+0.03,0.00%,+0.43,+4.00%
Captive Audience,4.08,RNA,Mythic,-0.01,0.00%,+0.08,+2.00%
"Kaya, Orzhov Usurper",3.70,RNA,Mythic,0.00,0.00%,+0.04,+1.00%
Biogenic Ooze,3.53,RNA,Mythic,0.00,0.00%,-0.02,-1.00%
Priest of Forgotten Gods,3.23,RNA,Rare,-0.02,-1.00%,+0.01,0.00%
Rhythm of the Wild,2.95,RNA,Uncommon,+0.01,0.00%,-0.19,-6.00%
Teysa Karlov,2.85,RNA,Rare,-0.01,0.00%,+0.03,+1.00%
Prime Speaker Vannifar,2.84,RNA,Mythic,-0.01,0.00%,-0.05,-2.00%
Electrodominance,2.47,RNA,Rare,0.00,0.00%,-0.01,0.00%
Wilderness Reclamation,2.33,RNA,Uncommon,+0.01,0.00%,+0.03,+1.00%
"Rakdos, the Showstopper",2.25,RNA,Mythic,-0.02,-1.00%,-0.04,-2.00%
Bedevil,2.14,RNA,Rare,+0.04,+2.00%,-0.07,-3.00%
Spawn of Mayhem,1.98,RNA,Mythic,0.00,0.00%,0.00,0.00%
Persistent Petitioners,1.96,RNA,Common,+0.01,+1.00%,+0.01,+1.00%
Simic Ascendancy,1.94,RNA,Rare,+0.04,+2.00%,+0.04,+2.00%
Seraph of the Scales,1.90,RNA,Mythic,+0.04,+2.00%,-0.02,-1.00%
Mass Manipulation,1.55,RNA,Rare,-0.10,-6.00%,+0.08,+5.00%
"Domri, Chaos Bringer",1.50,RNA,Mythic,0.00,0.00%,0.00,0.00%
Incubation Druid,1.29,RNA,Rare,-0.01,-1.00%,-0.01,-1.00%
Cindervines,1.11,RNA,Rare,+0.02,+2.00%,+0.03,+3.00%
"Dovin, Grand Arbiter",1.02,RNA,Mythic,0.00,0.00%,+0.02,+2.00%
Kaya's Wrath,1.01,RNA,Rare,-0.01,-1.00%,+0.01,+1.00%
Absorb,1.00,RNA,Rare,0.00,0.00%,0.00,0.00%
Angel of Grace,1.00,RNA,Mythic,0.00,0.00%,0.00,0.00%
Gutterbones,1.00,RNA,Rare,0.00,0.00%,0.00,0.00%
"Lavinia, Azorius Renegade",1.00,RNA,Rare,0.00,0.00%,0.00,0.00%
Mesmerizing Benthid,1.00,RNA,Mythic,+0.01,+1.00%,0.00,0.00%
Biomancer's Familiar,0.99,RNA,Rare,0.00,0.00%,0.00,0.00%
Mirror March,0.99,RNA,Rare,0.00,0.00%,0.00,0.00%
Revival // Revenge,0.99,RNA,Rare,0.00,0.00%,0.00,0.00%
Emergency Powers,0.98,RNA,Mythic,0.00,0.00%,0.00,0.00%
Skarrgan Hellkite,0.96,RNA,Mythic,0.00,0.00%,-0.02,-2.00%
Repudiate // Replicate,0.95,RNA,Rare,0.00,0.00%,0.00,0.00%
Tithe Taker,0.95,RNA,Rare,0.00,0.00%,-0.02,-2.00%
Deputy of Detention,0.91,RNA,Rare,+0.01,+1.00%,0.00,0.00%
Unbreakable Formation,0.89,RNA,Rare,0.00,0.00%,-0.01,-1.00%
End-Raze Forerunners,0.88,RNA,Rare,+0.02,+2.00%,-0.01,-1.00%
Vindictive Vampire,0.82,RNA,Uncommon,0.00,0.00%,-0.01,-1.00%
Ravager Wurm,0.78,RNA,Mythic,0.00,0.00%,+0.02,+3.00%
Ethereal Absolution,0.75,RNA,Rare,+0.02,+3.00%,+0.05,+7.00%
Forest,0.75,RNA,Basic Land,0.00,0.00%,-0.11,-13.00%
"Judith, the Scourge Diva",0.75,RNA,Rare,0.00,0.00%,-0.01,-1.00%
Mountain,0.72,RNA,Basic Land,+0.07,+11.00%,0.00,0.00%
Skewer the Critics,0.65,RNA,Common,-0.01,-2.00%,-0.01,-2.00%
Benthic Biomancer,0.63,RNA,Rare,0.00,0.00%,+0.03,+5.00%
Gruul Spellbreaker,0.62,RNA,Rare,0.00,0.00%,0.00,0.00%
Island,0.60,RNA,Basic Land,0.00,0.00%,-0.03,-5.00%
Font of Agonies,0.57,RNA,Rare,0.00,0.00%,+0.01,+2.00%
Hero of Precinct One,0.55,RNA,Rare,-0.01,-2.00%,0.00,0.00%
Awaken the Erstwhile,0.52,RNA,Rare,0.00,0.00%,+0.01,+2.00%
Plaza of Harmony,0.52,RNA,Rare,0.00,0.00%,0.00,0.00%
Sphinx of Foresight,0.52,RNA,Rare,-0.01,-2.00%,-0.01,-2.00%
Pestilent Spirit,0.50,RNA,Rare,0.00,0.00%,0.00,0.00%
"Zegana, Utopian Speaker",0.50,RNA,Rare,0.00,0.00%,0.00,0.00%
Growth Spiral,0.49,RNA,Common,0.00,0.00%,0.00,0.00%
Growth-Chamber Guardian,0.49,RNA,Rare,0.00,0.00%,0.00,0.00%
High Alert,0.49,RNA,Uncommon,0.00,0.00%,0.00,0.00%
Light Up the Stage,0.49,RNA,Uncommon,0.00,0.00%,0.00,0.00%
Nikya of the Old Ways,0.49,RNA,Rare,+0.01,+2.00%,+0.01,+2.00%
Rampage of the Clans,0.49,RNA,Rare,0.00,0.00%,-0.01,-2.00%
Tome of the Guildpact,0.49,RNA,Rare,0.00,0.00%,0.00,0.00%
Verity Circle,0.48,RNA,Rare,0.00,0.00%,0.00,0.00%
Swamp,0.46,RNA,Basic Land,0.00,0.00%,0.00,0.00%
Dovin's Dismissal,0.45,RNA,Rare,0.00,0.00%,+0.01,+2.00%
Theater of Horrors,0.45,RNA,Rare,0.00,0.00%,0.00,0.00%
Rix Maadi Reveler,0.44,RNA,Rare,-0.01,-2.00%,0.00,0.00%
Precognitive Perception,0.43,RNA,Rare,0.00,0.00%,+0.01,+2.00%
Wall of Lost Thoughts,0.41,RNA,Uncommon,-0.01,-2.00%,-0.02,-5.00%
Glass of the Guildpact,0.40,RNA,Rare,0.00,0.00%,0.00,0.00%
Immolation Shaman,0.40,RNA,Rare,0.00,0.00%,0.00,0.00%
Mortify,0.40,RNA,Uncommon,0.00,0.00%,0.00,0.00%
Pteramander,0.40,RNA,Uncommon,0.00,0.00%,0.00,0.00%
Resolute Watchdog,0.39,RNA,Uncommon,-0.01,-3.00%,-0.02,-5.00%
Thrash // Threat,0.37,RNA,Rare,0.00,0.00%,+0.02,+6.00%
Domri's Nodorog,0.36,RNA,Rare,-0.01,-3.00%,-0.01,-3.00%
Gates Ablaze,0.35,RNA,Uncommon,0.00,0.00%,0.00,0.00%
Lumbering Battlement,0.35,RNA,Rare,0.00,0.00%,0.00,0.00%
Ministrant of Obligation,0.35,RNA,Uncommon,0.00,0.00%,0.00,0.00%
Warrant // Warden,0.35,RNA,Rare,-0.02,-5.00%,0.00,0.00%
Bedeck // Bedazzle,0.33,RNA,Rare,0.00,0.00%,0.00,0.00%
Amplifire,0.31,RNA,Rare,+0.01,+3.00%,+0.01,+3.00%
Collision // Colossus,0.31,RNA,Uncommon,0.00,0.00%,0.00,0.00%
Orzhov Enforcer,0.31,RNA,Uncommon,+0.01,+3.00%,+0.01,+3.00%
Drill Bit,0.30,RNA,Uncommon,0.00,0.00%,0.00,0.00%
Essence Capture,0.30,RNA,Uncommon,0.00,0.00%,-0.01,-3.00%
Gatebreaker Ram,0.30,RNA,Uncommon,0.00,0.00%,-0.02,-6.00%
Impassioned Orator,0.30,RNA,Common,0.00,0.00%,-0.01,-3.00%
Plains,0.30,RNA,Basic Land,0.00,0.00%,0.00,0.00%
Tower Defense,0.30,RNA,Uncommon,0.00,0.00%,0.00,0.00%
Cavalcade of Calamity,0.27,RNA,Uncommon,+0.01,+4.00%,0.00,0.00%
Cry of the Carnarium,0.27,RNA,Uncommon,0.00,0.00%,0.00,0.00%
Bankrupt in Blood,0.26,RNA,Uncommon,0.00,0.00%,0.00,0.00%
Basilica Bell-Haunt,0.26,RNA,Uncommon,0.00,0.00%,-0.01,-4.00%
Pitiless Pontiff,0.26,RNA,Uncommon,0.00,0.00%,-0.01,-4.00%
Sunder Shaman,0.26,RNA,Uncommon,0.00,0.00%,0.00,0.00%
Angelic Exaltation,0.25,RNA,Uncommon,0.00,0.00%,0.00,0.00%
Archway Angel,0.25,RNA,Uncommon,0.00,0.00%,0.00,0.00%
Azorius Locket,0.25,RNA,Common,0.00,0.00%,0.00,0.00%
Azorius Skyguard,0.25,RNA,Uncommon,0.00,0.00%,0.00,0.00%
Biogenic Upgrade,0.25,RNA,Uncommon,0.00,0.00%,0.00,0.00%
Bloodmist Infiltrator,0.25,RNA,Uncommon,0.00,0.00%,0.00,0.00%
Bolrac-Clan Crusher,0.25,RNA,Uncommon,0.00,0.00%,0.00,0.00%
Carnival // Carnage,0.25,RNA,Uncommon,0.00,0.00%,0.00,0.00%
Charging War Boar,0.25,RNA,Uncommon,0.00,0.00%,0.00,0.00%
Clamor Shaman,0.25,RNA,Uncommon,0.00,0.00%,0.00,0.00%
Clan Guildmage,0.25,RNA,Uncommon,0.00,0.00%,0.00,0.00%
Clear the Mind,0.25,RNA,Common,0.00,0.00%,0.00,0.00%
Combine Guildmage,0.25,RNA,Uncommon,0.00,0.00%,0.00,0.00%
Consecrate // Consume,0.25,RNA,Uncommon,0.00,0.00%,0.00,0.00%
Cult Guildmage,0.25,RNA,Uncommon,0.00,0.00%,0.00,0.00%
